Categoria,Consumo_Agua_Litros,Consumo_Energia_kWh,Custo_Produção,Data_Compra,Data_Receção,Emissao_Gases_CO2e_kg,Fabricante,País_Fabricante,Preço_Unitário,Produto,Produto_ID,Quantidade_Vendida,Região_Fabricante,Indice
Beleza,6.26,7.02,18.27,2023-06-04 01:00:00,2023-06-18 01:00:00,0.5,EcoFriendly,França,54.47,Cremes 1,55,4,Marselha,0.9648280409183003
Beleza,4.39,13.58,18.33,2023-08-06 01:00:00,2023-08-16 01:00:00,9.77,GreenSupplies,França,36.66,Cremes 1,55,6,Lyon,0.49793606594537343
Beleza,4.39,13.58,18.33,2023-08-23 01:00:00,2023-08-29 01:00:00,9.77,GreenSupplies,França,36.66,Cremes 1,55,3,Lyon,0.49793606594537343
Casa,1.66,9.59,18.4,2023-01-17 00:00:00,2023-01-20 00:00:00,8.23,GreenSupplies,Portugal,36.19,Moldura 2,44,7,Faro,0.582695170171343
Casa,1.5,2.14,18.4,2023-02-13 00:00:00,2023-02-26 00:00:00,9.13,StyleSupplies,Portugal,21.03,Moldura 2,44,1,Porto,0.5403615390787246
Beleza,1.14,16.31,18.42,2023-01-12 00:00:00,2023-01-24 00:00:00,0.59,FashionCo,Itália,46.59,Cremes 1,55,1,Milão,0.9670726296001694
Beleza,1.14,16.31,18.42,2023-10-24 01:00:00,2023-11-01 00:00:00,0.59,FashionCo,Itália,46.59,Cremes 1,55,9,Milão,0.9670726296001694
Beleza,1.14,16.31,18.42,2023-05-15 01:00:00,2023-05-28 01:00:00,0.59,FashionCo,Itália,46.59,Cremes 1,55,9,Milão,0.9670726296001694
Beleza,1.14,16.31,18.42,2023-01-19 00:00:00,2023-01-29 00:00:00,0.59,FashionCo,Itália,46.59,Cremes 1,55,6,Milão,0.9670726296001694
Casa,4.86,6.22,18.46,2023-06-17 01:00:00,2023-06-29 01:00:00,2.98,GreenSupplies,Portugal,36.35,Moldura 1,43,2,Lisboa,0.8426873919714789
Casa,4.86,6.22,18.46,2023-07-27 01:00:00,2023-08-09 01:00:00,2.98,GreenSupplies,Portugal,36.35,Moldura 1,43,5,Lisboa,0.8426873919714789
Beleza,4.57,13.78,18.49,2023-04-03 01:00:00,2023-04-07 01:00:00,3.67,TechWorld,Espanha,44.12,ProtetorSolar 2,59,2,Madrid,0.805580270411603
Beleza,4.57,13.78,18.49,2023-04-16 01:00:00,2023-04-30 01:00:00,3.67,TechWorld,Espanha,44.12,ProtetorSolar 2,59,2,Madrid,0.805580270411603
Beleza,4.57,13.78,18.49,2023-05-14 01:00:00,2023-05-29 01:00:00,3.67,TechWorld,Espanha,44.12,ProtetorSolar 2,59,10,Madrid,0.805580270411603
Beleza,4.57,13.78,18.49,2023-07-13 01:00:00,2023-07-18 01:00:00,3.67,TechWorld,Espanha,44.12,ProtetorSolar 2,59,5,Madrid,0.805580270411603
Beleza,4.57,13.78,18.49,2023-04-29 01:00:00,2023-05-08 01:00:00,3.67,TechWorld,Espanha,44.12,ProtetorSolar 2,59,1,Madrid,0.805580270411603
Beleza,1.86,5.63,18.52,2023-03-20 00:00:00,2023-03-24 00:00:00,1.21,GreenSupplies,Espanha,43.95,ProtetorSolar 1,58,8,Sevilha,0.9383271433537262
Beleza,1.44,6.6,18.61,2023-02-18 00:00:00,2023-02-24 00:00:00,3.55,EcoFriendly,França,37.22,ProtetorSolar 3,60,7,Paris,0.8206241831833707
Casa,2.68,9.69,18.68,2023-03-26 00:00:00,2023-04-09 01:00:00,3.04,FashionCo,França,37.42,Moldura 1,43,7,Marselha,0.8427306106057478
Casa,2.68,9.69,18.68,2023-01-23 00:00:00,2023-01-26 00:00:00,3.04,FashionCo,França,37.42,Moldura 1,43,10,Marselha,0.8427306106057478
Beleza,6.29,4.51,18.75,2023-03-16 00:00:00,2023-03-31 01:00:00,4.91,GreenSupplies,Itália,29.73,ProtetorSolar 1,58,4,Roma,0.7429837580118199
Beleza,6.29,4.51,18.75,2023-10-05 01:00:00,2023-10-11 01:00:00,4.91,GreenSupplies,Itália,29.73,ProtetorSolar 1,58,5,Roma,0.7429837580118199
Beleza,6.29,4.51,18.75,2023-04-28 01:00:00,2023-05-04 01:00:00,4.91,GreenSupplies,Itália,29.73,ProtetorSolar 1,58,5,Roma,0.7429837580118199
Beleza,6.29,4.51,18.75,2023-09-11 01:00:00,2023-09-20 01:00:00,4.91,GreenSupplies,Itália,29.73,ProtetorSolar 1,58,10,Roma,0.7429837580118199
Beleza,6.29,4.51,18.75,2023-04-11 01:00:00,2023-04-15 01:00:00,4.91,GreenSupplies,Itália,29.73,ProtetorSolar 1,58,1,Roma,0.7429837580118199
Beleza,7.91,5.02,18.76,2023-10-01 01:00:00,2023-10-14 01:00:00,3.77,FashionCo,França,59.73,ProtetorSolar 2,59,3,Paris,0.7971148510691973
Beleza,7.91,5.02,18.76,2023-01-02 00:00:00,2023-01-12 00:00:00,3.77,FashionCo,França,59.73,ProtetorSolar 2,59,3,Paris,0.7971148510691973
Casa,4.37,4.47,18.78,2023-05-31 01:00:00,2023-06-01 01:00:00,2.49,EcoFriendly,Itália,36.21,Moldura 1,43,1,Nápoles,0.8690764334870784
Casa,4.37,4.47,18.78,2023-02-03 00:00:00,2023-02-14 00:00:00,2.49,EcoFriendly,Itália,36.21,Moldura 1,43,3,Nápoles,0.8690764334870784
Casa,4.65,9.06,18.79,2023-03-09 00:00:00,2023-03-11 00:00:00,7.11,GreenSupplies,Espanha,41.31,Moldura 3,45,9,Madrid,0.6334559789260745
Casa,4.27,8.39,18.82,2023-09-18 01:00:00,2023-10-03 01:00:00,8.67,GreenSupplies,França,33.05,Talheres 2,41,9,Lyon,0.5556829310823753
Casa,4.27,8.39,18.82,2023-08-28 01:00:00,2023-09-07 01:00:00,8.67,GreenSupplies,França,33.05,Talheres 2,41,1,Lyon,0.5556829310823753
Casa,4.27,8.39,18.82,2023-07-27 01:00:00,2023-08-08 01:00:00,8.67,GreenSupplies,França,33.05,Talheres 2,41,5,Lyon,0.5556829310823753
Casa,4.27,8.39,18.82,2023-06-16 01:00:00,2023-06-19 01:00:00,8.67,GreenSupplies,França,33.05,Talheres 2,41,5,Lyon,0.5556829310823753
Beleza,7.54,15.21,18.87,2023-06-04 01:00:00,2023-06-13 01:00:00,5.15,GreenSupplies,Itália,21.14,Cremes 3,57,4,Milão,0.7243315617476023
Beleza,7.54,15.21,18.87,2023-02-23 00:00:00,2023-03-01 00:00:00,5.15,GreenSupplies,Itália,21.14,Cremes 3,57,1,Milão,0.7243315617476023
Beleza,7.54,15.21,18.87,2023-07-16 01:00:00,2023-07-22 01:00:00,5.15,GreenSupplies,Itália,21.14,Cremes 3,57,7,Milão,0.7243315617476023
Casa,3.27,2.97,18.89,2023-05-28 01:00:00,2023-06-03 01:00:00,5.28,EcoFriendly,Alemanha,44.28,Moldura 3,45,4,Hamburgo,0.7309398616551982
Casa,3.27,2.97,18.89,2023-02-07 00:00:00,2023-02-20 00:00:00,5.28,EcoFriendly,Alemanha,44.28,Moldura 3,45,4,Hamburgo,0.7309398616551982
Casa,3.27,2.97,18.89,2023-01-12 00:00:00,2023-01-13 00:00:00,5.28,EcoFriendly,Alemanha,44.28,Moldura 3,45,5,Hamburgo,0.7309398616551982
Casa,3.27,2.97,18.89,2023-05-22 01:00:00,2023-05-31 01:00:00,5.28,EcoFriendly,Alemanha,44.28,Moldura 3,45,3,Hamburgo,0.7309398616551982
Beleza,5.61,5.9,18.89,2023-10-26 01:00:00,2023-10-28 01:00:00,9.96,StyleSupplies,Itália,41.85,ProtetorSolar 1,58,1,Nápoles,0.48877636788015444
Beleza,5.61,5.9,18.89,2023-10-23 01:00:00,2023-10-31 00:00:00,9.96,StyleSupplies,Itália,41.85,ProtetorSolar 1,58,5,Nápoles,0.48877636788015444
Moda,4.93,2.64,18.95,2023-05-27 01:00:00,2023-06-09 01:00:00,4.15,GreenSupplies,Portugal,97.36,Camisola 2,14,9,Lisboa,0.7848012458144579
Casa,2.08,2.85,18.97,2023-02-15 00:00:00,2023-02-25 00:00:00,0.62,EcoFriendly,Portugal,37.94,Talheres 1,40,5,Coimbra,0.9687280499405329
Casa,15.63,60.84,180.38,2023-04-23 01:00:00,2023-05-05 01:00:00,0.91,TechWorld,Alemanha,759.07,Mesa 1,52,3,Berlim,0.9050807367249245
Casa,15.63,60.84,180.38,2023-04-13 01:00:00,2023-04-27 01:00:00,0.91,TechWorld,Alemanha,759.07,Mesa 1,52,5,Berlim,0.9050807367249245
Casa,41.44,149.14,181.86,2023-04-11 01:00:00,2023-04-14 01:00:00,4.51,EcoFriendly,Alemanha,363.72,Mesa 1,52,4,Hamburgo,0.6382530630863696
Casa,39.77,155.72,182.26,2023-01-08 00:00:00,2023-01-15 00:00:00,0.79,FashionCo,França,228.36,Mesa 2,53,1,Marselha,0.8270125719652014
Eletrónica,35.55,481.14,182.52,2023-06-26 01:00:00,2023-07-10 01:00:00,2.85,FashionCo,Itália,359.71,Telemóvel 3,9,5,Nápoles,0.6091567559612805
Eletrónica,35.55,481.14,182.52,2023-06-11 01:00:00,2023-06-14 01:00:00,2.85,FashionCo,Itália,359.71,Telemóvel 3,9,7,Nápoles,0.6091567559612805
Eletrónica,72.65,429.55,183.29,2023-04-26 01:00:00,2023-05-01 01:00:00,9.13,StyleSupplies,Portugal,309.67,Telemóvel 2,8,7,Faro,0.2368740094431968
Eletrónica,72.65,429.55,183.29,2023-01-24 00:00:00,2023-02-08 00:00:00,9.13,StyleSupplies,Portugal,309.67,Telemóvel 2,8,3,Faro,0.2368740094431968
Eletrónica,72.65,429.55,183.29,2023-01-25 00:00:00,2023-01-27 00:00:00,9.13,StyleSupplies,Portugal,309.67,Telemóvel 2,8,9,Faro,0.2368740094431968
Eletrónica,72.65,429.55,183.29,2023-05-05 01:00:00,2023-05-17 01:00:00,9.13,StyleSupplies,Portugal,309.67,Telemóvel 2,8,3,Faro,0.2368740094431968
Eletrónica,45.36,157.01,183.44,2023-06-18 01:00:00,2023-06-23 01:00:00,3.28,EcoFriendly,Espanha,220.41,Telemóvel 3,9,7,Barcelona,0.6895453285964052
Eletrónica,45.36,157.01,183.44,2023-06-25 01:00:00,2023-06-27 01:00:00,3.28,EcoFriendly,Espanha,220.41,Telemóvel 3,9,8,Barcelona,0.6895453285964052
Eletrónica,45.36,157.01,183.44,2023-10-07 01:00:00,2023-10-12 01:00:00,3.28,EcoFriendly,Espanha,220.41,Telemóvel 3,9,8,Barcelona,0.6895453285964052
Eletrónica,45.36,157.01,183.44,2023-02-16 00:00:00,2023-03-01 00:00:00,3.28,EcoFriendly,Espanha,220.41,Telemóvel 3,9,2,Barcelona,0.6895453285964052
Eletrónica,42.74,367.91,184.1,2023-02-27 00:00:00,2023-03-06 00:00:00,8.95,StyleSupplies,França,1017.69,Telemóvel 1,7,10,Marselha,0.32918880314962995
Eletrónica,42.74,367.91,184.1,2023-02-27 00:00:00,2023-03-05 00:00:00,8.95,StyleSupplies,França,1017.69,Telemóvel 1,7,9,Marselha,0.32918880314962995
Casa,14.44,33.54,184.49,2023-04-17 01:00:00,2023-05-02 01:00:00,5.51,StyleSupplies,Itália,449.1,Mesa 3,54,4,Roma,0.6854061066270078
Casa,14.44,33.54,184.49,2023-10-26 01:00:00,2023-11-04 00:00:00,5.51,StyleSupplies,Itália,449.1,Mesa 3,54,5,Roma,0.6854061066270078
Casa,14.44,33.54,184.49,2023-06-20 01:00:00,2023-06-25 01:00:00,5.51,StyleSupplies,Itália,449.1,Mesa 3,54,9,Roma,0.6854061066270078
Casa,48.7,149.59,185.75,2023-04-06 01:00:00,2023-04-13 01:00:00,1.91,EcoFriendly,França,343.18,Mesa 3,54,5,Lyon,0.7548187760257353
Casa,48.7,149.59,185.75,2023-02-05 00:00:00,2023-02-12 00:00:00,1.91,EcoFriendly,França,343.18,Mesa 3,54,5,Lyon,0.7548187760257353
Casa,48.7,149.59,185.75,2023-09-04 01:00:00,2023-09-17 01:00:00,1.91,EcoFriendly,França,343.18,Mesa 3,54,1,Lyon,0.7548187760257353
Casa,40.41,43.36,186.21,2023-04-14 01:00:00,2023-04-29 01:00:00,0.23,EcoFriendly,Itália,586.29,Mesa 3,54,3,Milão,0.8962339293921641
Casa,40.41,43.36,186.21,2023-09-02 01:00:00,2023-09-10 01:00:00,0.23,EcoFriendly,Itália,586.29,Mesa 3,54,5,Milão,0.8962339293921641
Casa,40.41,43.36,186.21,2023-03-21 00:00:00,2023-03-28 01:00:00,0.23,EcoFriendly,Itália,586.29,Mesa 3,54,6,Milão,0.8962339293921641
Casa,40.73,141.74,188.33,2023-02-10 00:00:00,2023-02-19 00:00:00,8.14,FashionCo,Portugal,296.64,Mesa 3,54,3,Porto,0.4591262723277847
Casa,40.73,141.74,188.33,2023-03-29 01:00:00,2023-04-09 01:00:00,8.14,FashionCo,Portugal,296.64,Mesa 3,54,10,Porto,0.4591262723277847
Eletrónica,72.14,375.09,188.33,2023-02-22 00:00:00,2023-02-24 00:00:00,0.27,StyleSupplies,Alemanha,1091.85,Telemóvel 1,7,4,Hamburgo,0.7058383308062424
Eletrónica,72.14,375.09,188.33,2023-09-01 01:00:00,2023-09-02 01:00:00,0.27,StyleSupplies,Alemanha,1091.85,Telemóvel 1,7,10,Hamburgo,0.7058383308062424
Eletrónica,59.67,466.1,188.91,2023-10-04 01:00:00,2023-10-08 01:00:00,9.23,StyleSupplies,Alemanha,940.8,Telemóvel 3,9,5,Munique,0.2441526677240411
Casa,39.17,138.07,188.94,2023-07-08 01:00:00,2023-07-16 01:00:00,4.61,StyleSupplies,Alemanha,225.87,Mesa 2,53,2,Berlim,0.6419207769381297
Casa,39.17,138.07,188.94,2023-06-02 01:00:00,2023-06-04 01:00:00,4.61,StyleSupplies,Alemanha,225.87,Mesa 2,53,9,Berlim,0.6419207769381297
Casa,39.17,138.07,188.94,2023-10-03 01:00:00,2023-10-16 01:00:00,4.61,StyleSupplies,Alemanha,225.87,Mesa 2,53,6,Berlim,0.6419207769381297
Casa,39.17,138.07,188.94,2023-01-01 00:00:00,2023-01-11 00:00:00,4.61,StyleSupplies,Alemanha,225.87,Mesa 2,53,7,Berlim,0.6419207769381297
Casa,39.17,138.07,188.94,2023-08-09 01:00:00,2023-08-12 01:00:00,4.61,StyleSupplies,Alemanha,225.87,Mesa 2,53,3,Berlim,0.6419207769381297
Eletrónica,36.94,496.31,189.29,2023-09-08 01:00:00,2023-09-15 01:00:00,3.88,TechWorld,Espanha,437.15,Telemóvel 1,7,6,Madrid,0.5486446677672621
Eletrónica,36.94,496.31,189.29,2023-04-01 01:00:00,2023-04-11 01:00:00,3.88,TechWorld,Espanha,437.15,Telemóvel 1,7,6,Madrid,0.5486446677672621
Eletrónica,36.94,496.31,189.29,2023-05-06 01:00:00,2023-05-17 01:00:00,3.88,TechWorld,Espanha,437.15,Telemóvel 1,7,1,Madrid,0.5486446677672621
Casa,12.86,76.85,189.82,2023-07-04 01:00:00,2023-07-09 01:00:00,3.53,TechWorld,França,673.87,Mesa 1,52,6,Paris,0.7723033689904208
Casa,12.86,76.85,189.82,2023-10-05 01:00:00,2023-10-17 01:00:00,3.53,TechWorld,França,673.87,Mesa 1,52,7,Paris,0.7723033689904208
Casa,12.86,76.85,189.82,2023-10-27 01:00:00,2023-11-08 00:00:00,3.53,TechWorld,França,673.87,Mesa 1,52,1,Paris,0.7723033689904208
Casa,1.99,4.65,19.0,2023-07-07 01:00:00,2023-07-14 01:00:00,5.12,FashionCo,Espanha,19.52,Moldura 2,44,4,Barcelona,0.7409596250763575
Casa,1.99,4.65,19.0,2023-07-16 01:00:00,2023-07-29 01:00:00,5.12,FashionCo,Espanha,19.52,Moldura 2,44,1,Barcelona,0.7409596250763575
Moda,4.57,2.68,19.02,2023-04-07 01:00:00,2023-04-08 01:00:00,8.23,StyleSupplies,Itália,83.2,Camisola 2,14,8,Milão,0.5794484997538276
Casa,3.34,9.68,19.03,2023-02-06 00:00:00,2023-02-08 00:00:00,9.49,FashionCo,Portugal,28.46,Moldura 3,45,1,Lisboa,0.5156514915349251
Casa,3.34,9.68,19.03,2023-01-11 00:00:00,2023-01-15 00:00:00,9.49,FashionCo,Portugal,28.46,Moldura 3,45,4,Lisboa,0.5156514915349251
Casa,3.34,9.68,19.03,2023-06-27 01:00:00,2023-07-11 01:00:00,9.49,FashionCo,Portugal,28.46,Moldura 3,45,10,Lisboa,0.5156514915349251
Casa,3.34,9.68,19.03,2023-09-02 01:00:00,2023-09-08 01:00:00,9.49,FashionCo,Portugal,28.46,Moldura 3,45,3,Lisboa,0.5156514915349251
Casa,1.98,6.44,19.11,2023-09-09 01:00:00,2023-09-11 01:00:00,7.91,FashionCo,Portugal,30.07,Moldura 3,45,1,Porto,0.5993979518971098
Casa,1.3,2.39,19.11,2023-01-01 00:00:00,2023-01-02 00:00:00,4.68,FashionCo,Itália,19.4,Moldura 2,44,1,Roma,0.7654166729625947
Casa,1.3,2.39,19.11,2023-07-28 01:00:00,2023-08-05 01:00:00,4.68,FashionCo,Itália,19.4,Moldura 2,44,10,Roma,0.7654166729625947
Casa,1.3,2.39,19.11,2023-04-22 01:00:00,2023-04-24 01:00:00,4.68,FashionCo,Itália,19.4,Moldura 2,44,2,Roma,0.7654166729625947
Casa,1.3,2.39,19.11,2023-02-03 00:00:00,2023-02-06 00:00:00,4.68,FashionCo,Itália,19.4,Moldura 2,44,5,Roma,0.7654166729625947
Casa,25.17,26.55,19.12,2023-04-22 01:00:00,2023-04-26 01:00:00,2.16,GreenSupplies,Espanha,134.53,Panelas 3,39,8,Madrid,0.8356786072890102
Beleza,3.98,9.16,19.16,2023-08-09 01:00:00,2023-08-23 01:00:00,2.19,StyleSupplies,França,38.32,ProtetorSolar 2,59,7,Paris,0.8832486300213045
Beleza,3.98,9.16,19.16,2023-05-26 01:00:00,2023-05-30 01:00:00,2.19,StyleSupplies,França,38.32,ProtetorSolar 2,59,3,Paris,0.8832486300213045
Beleza,3.98,9.16,19.16,2023-03-27 01:00:00,2023-04-01 01:00:00,2.19,StyleSupplies,França,38.32,ProtetorSolar 2,59,10,Paris,0.8832486300213045
Casa,4.44,7.17,19.17,2023-01-07 00:00:00,2023-01-15 00:00:00,2.6,GreenSupplies,Alemanha,44.73,Talheres 1,40,10,Munique,0.8623656849580054
Casa,4.44,7.17,19.17,2023-01-25 00:00:00,2023-01-26 00:00:00,2.6,GreenSupplies,Alemanha,44.73,Talheres 1,40,10,Munique,0.8623656849580054
Casa,4.44,7.17,19.17,2023-05-12 01:00:00,2023-05-15 01:00:00,2.6,GreenSupplies,Alemanha,44.73,Talheres 1,40,8,Munique,0.8623656849580054
Casa,4.44,7.17,19.17,2023-09-16 01:00:00,2023-09-29 01:00:00,2.6,GreenSupplies,Alemanha,44.73,Talheres 1,40,10,Munique,0.8623656849580054
Beleza,2.23,5.4,19.17,2023-10-14 01:00:00,2023-10-27 01:00:00,1.47,TechWorld,Portugal,87.15,Cremes 2,56,5,Faro,0.9245392898410258
Beleza,2.23,5.4,19.17,2023-09-19 01:00:00,2023-09-20 01:00:00,1.47,TechWorld,Portugal,87.15,Cremes 2,56,10,Faro,0.9245392898410258
Beleza,2.23,5.4,19.17,2023-05-05 01:00:00,2023-05-16 01:00:00,1.47,TechWorld,Portugal,87.15,Cremes 2,56,2,Faro,0.9245392898410258
Moda,3.29,3.44,19.24,2023-03-21 00:00:00,2023-03-25 00:00:00,1.58,EcoFriendly,Espanha,97.27,Camisola 2,14,3,Madrid,0.9175917669774166
Beleza,9.08,6.92,19.26,2023-09-26 01:00:00,2023-09-30 01:00:00,2.18,EcoFriendly,Alemanha,24.37,Cremes 3,57,3,Hamburgo,0.8743544843831289
Beleza,9.08,6.92,19.26,2023-05-21 01:00:00,2023-06-05 01:00:00,2.18,EcoFriendly,Alemanha,24.37,Cremes 3,57,5,Hamburgo,0.8743544843831289
Casa,1.69,7.1,19.28,2023-07-22 01:00:00,2023-08-03 01:00:00,1.7,FashionCo,França,21.09,Talheres 3,42,8,Marselha,0.9133686240069706
Casa,2.75,5.27,19.28,2023-01-19 00:00:00,2023-01-21 00:00:00,5.9,GreenSupplies,Itália,38.56,Moldura 3,45,7,Milão,0.6998065919872647
Beleza,4.43,15.19,19.32,2023-09-12 01:00:00,2023-09-26 01:00:00,4.08,FashionCo,Itália,58.87,Cremes 3,57,4,Roma,0.7846244614908296
Beleza,4.43,15.19,19.32,2023-07-03 01:00:00,2023-07-09 01:00:00,4.08,FashionCo,Itália,58.87,Cremes 3,57,9,Roma,0.7846244614908296
Beleza,4.43,15.19,19.32,2023-10-28 01:00:00,2023-10-30 00:00:00,4.08,FashionCo,Itália,58.87,Cremes 3,57,9,Roma,0.7846244614908296
Beleza,4.43,15.19,19.32,2023-07-02 01:00:00,2023-07-17 01:00:00,4.08,FashionCo,Itália,58.87,Cremes 3,57,10,Roma,0.7846244614908296
Casa,2.54,4.51,19.35,2023-09-03 01:00:00,2023-09-13 01:00:00,7.88,EcoFriendly,França,38.7,Moldura 3,45,1,Paris,0.6005138784937477
Casa,2.54,4.51,19.35,2023-09-25 01:00:00,2023-10-04 01:00:00,7.88,EcoFriendly,França,38.7,Moldura 3,45,6,Paris,0.6005138784937477
Beleza,3.38,11.48,19.4,2023-09-25 01:00:00,2023-09-27 01:00:00,9.86,FashionCo,Itália,19.81,ProtetorSolar 2,59,10,Milão,0.49620788107990155
Beleza,2.26,12.89,19.4,2023-03-01 00:00:00,2023-03-15 00:00:00,9.14,GreenSupplies,Espanha,59.4,ProtetorSolar 1,58,4,Barcelona,0.534290650715779
Beleza,2.26,12.89,19.4,2023-05-26 01:00:00,2023-05-30 01:00:00,9.14,GreenSupplies,Espanha,59.4,ProtetorSolar 1,58,6,Barcelona,0.534290650715779
Beleza,2.26,12.89,19.4,2023-03-14 00:00:00,2023-03-22 00:00:00,9.14,GreenSupplies,Espanha,59.4,ProtetorSolar 1,58,7,Barcelona,0.534290650715779
Beleza,2.26,12.89,19.4,2023-01-06 00:00:00,2023-01-14 00:00:00,9.14,GreenSupplies,Espanha,59.4,ProtetorSolar 1,58,10,Barcelona,0.534290650715779
Moda,4.41,4.53,19.45,2023-03-07 00:00:00,2023-03-12 00:00:00,2.58,TechWorld,Portugal,95.34,Camisola 1,13,1,Faro,0.8644281103070495
Moda,3.36,7.56,19.47,2023-01-26 00:00:00,2023-02-02 00:00:00,2.53,StyleSupplies,Portugal,64.81,Camisola 1,13,5,Lisboa,0.8679231554208343
Beleza,3.21,13.97,19.47,2023-01-25 00:00:00,2023-02-06 00:00:00,4.93,TechWorld,França,26.57,ProtetorSolar 2,59,3,Marselha,0.7446034305301448
Beleza,3.21,13.97,19.47,2023-05-13 01:00:00,2023-05-22 01:00:00,4.93,TechWorld,França,26.57,ProtetorSolar 2,59,4,Marselha,0.7446034305301448
Beleza,3.21,13.97,19.47,2023-01-09 00:00:00,2023-01-18 00:00:00,4.93,TechWorld,França,26.57,ProtetorSolar 2,59,6,Marselha,0.7446034305301448
Beleza,5.27,8.44,19.56,2023-04-26 01:00:00,2023-05-02 01:00:00,7.47,EcoFriendly,Portugal,58.37,ProtetorSolar 3,60,3,Lisboa,0.6142621701020603
Beleza,5.68,15.26,19.6,2023-05-15 01:00:00,2023-05-26 01:00:00,8.59,FashionCo,França,24.96,Cremes 2,56,3,Marselha,0.5543103383114032
Beleza,5.68,15.26,19.6,2023-01-12 00:00:00,2023-01-15 00:00:00,8.59,FashionCo,França,24.96,Cremes 2,56,9,Marselha,0.5543103383114032
Beleza,5.68,15.26,19.6,2023-06-02 01:00:00,2023-06-10 01:00:00,8.59,FashionCo,França,24.96,Cremes 2,56,1,Marselha,0.5543103383114032
Moda,2.06,7.96,19.6,2023-02-10 00:00:00,2023-02-25 00:00:00,6.65,GreenSupplies,Alemanha,81.32,Camisola 2,14,6,Munique,0.6623024734442025
Casa,2.24,7.5,19.63,2023-01-07 00:00:00,2023-01-09 00:00:00,7.64,TechWorld,Itália,39.26,Talheres 3,42,7,Nápoles,0.6121138906733957
Casa,2.24,7.5,19.63,2023-05-21 01:00:00,2023-06-01 01:00:00,7.64,TechWorld,Itália,39.26,Talheres 3,42,6,Nápoles,0.6121138906733957
Casa,2.24,7.5,19.63,2023-04-24 01:00:00,2023-05-02 01:00:00,7.64,TechWorld,Itália,39.26,Talheres 3,42,5,Nápoles,0.6121138906733957
Casa,4.33,8.08,19.65,2023-02-10 00:00:00,2023-02-23 00:00:00,2.04,FashionCo,Portugal,43.61,Moldura 2,44,8,Porto,0.8905274286418907
Casa,4.33,8.08,19.65,2023-05-29 01:00:00,2023-05-30 01:00:00,2.04,FashionCo,Portugal,43.61,Moldura 2,44,6,Porto,0.8905274286418907
Casa,4.33,8.08,19.65,2023-01-05 00:00:00,2023-01-09 00:00:00,2.04,FashionCo,Portugal,43.61,Moldura 2,44,2,Porto,0.8905274286418907
Casa,4.33,8.08,19.65,2023-09-24 01:00:00,2023-10-01 01:00:00,2.04,FashionCo,Portugal,43.61,Moldura 2,44,4,Porto,0.8905274286418907
Casa,2.96,6.35,19.65,2023-04-25 01:00:00,2023-04-29 01:00:00,7.8,TechWorld,Alemanha,39.66,Moldura 3,45,9,Munique,0.6030194569908722
Casa,2.96,6.35,19.65,2023-04-28 01:00:00,2023-05-10 01:00:00,7.8,TechWorld,Alemanha,39.66,Moldura 3,45,9,Munique,0.6030194569908722
Casa,2.63,8.44,19.66,2023-08-31 01:00:00,2023-09-01 01:00:00,4.45,TechWorld,Espanha,39.77,Moldura 1,43,3,Madrid,0.77208862744659
Casa,2.63,8.44,19.66,2023-09-13 01:00:00,2023-09-15 01:00:00,4.45,TechWorld,Espanha,39.77,Moldura 1,43,7,Madrid,0.77208862744659
Casa,3.05,9.77,19.71,2023-04-16 01:00:00,2023-04-20 01:00:00,4.59,GreenSupplies,Espanha,34.34,Moldura 3,45,7,Sevilha,0.763674747302791
Casa,3.05,9.77,19.71,2023-01-08 00:00:00,2023-01-21 00:00:00,4.59,GreenSupplies,Espanha,34.34,Moldura 3,45,5,Sevilha,0.763674747302791
Beleza,3.97,13.57,19.73,2023-07-31 01:00:00,2023-08-15 01:00:00,0.54,FashionCo,França,39.46,ProtetorSolar 2,59,8,Marselha,0.9649448134925378
Casa,4.04,2.2,19.74,2023-04-05 01:00:00,2023-04-07 01:00:00,5.89,StyleSupplies,França,45.15,Moldura 3,45,1,Lyon,0.6988749537592288
Casa,4.04,2.2,19.74,2023-02-19 00:00:00,2023-03-06 00:00:00,5.89,StyleSupplies,França,45.15,Moldura 3,45,8,Lyon,0.6988749537592288
Casa,4.04,2.2,19.74,2023-03-17 00:00:00,2023-03-24 00:00:00,5.89,StyleSupplies,França,45.15,Moldura 3,45,5,Lyon,0.6988749537592288
Casa,4.04,2.2,19.74,2023-08-14 01:00:00,2023-08-26 01:00:00,5.89,StyleSupplies,França,45.15,Moldura 3,45,9,Lyon,0.6988749537592288
Casa,1.53,2.19,19.77,2023-02-13 00:00:00,2023-02-18 00:00:00,8.76,TechWorld,Portugal,31.41,Talheres 2,41,1,Faro,0.5589693773438764
Beleza,3.97,17.98,19.82,2023-10-04 01:00:00,2023-10-13 01:00:00,2.74,GreenSupplies,Portugal,48.4,Cremes 1,55,8,Porto,0.8521764721980416
Beleza,3.97,17.98,19.82,2023-06-15 01:00:00,2023-06-19 01:00:00,2.74,GreenSupplies,Portugal,48.4,Cremes 1,55,1,Porto,0.8521764721980416
Beleza,3.97,17.98,19.82,2023-04-11 01:00:00,2023-04-18 01:00:00,2.74,GreenSupplies,Portugal,48.4,Cremes 1,55,2,Porto,0.8521764721980416
