Unnamed: 0.1;Unnamed: 0;Cliente_ID;Detalhes_Reclamações;Histórico_Reclamações;Frequência_Compra;Género;Idade;Método_Pagamento;País;Preferência_Categoria;Score_Fidelidade;sentimento
603;603;975555;"Qualidade abaixo do esperado; Suporte ao cliente fraco";2;Alta;M;64;Cartão de Crédito;Itália;Moda;6;-0.2375
604;604;163911;Qualidade abaixo do esperado;1;Baixa;F;45;PayPal;Itália;Eletrónica;6;-0.1
605;605;320014;"Produto chegou danificado; Produto diferente do pedido";2;Média;M;39;Débito;França;Moda;8;0.0
606;606;803715;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Reembolso não processado; Produto chegou danificado";4;Alta;F;20;Débito;Portugal;Alimentos;7;-0.11875
607;607;459177;;0;Baixa;M;35;Cartão de Crédito;Portugal;Moda;9;0.0
608;608;858860;Suporte ao cliente fraco;1;Média;F;34;Cartão de Crédito;Portugal;Beleza;6;-0.375
609;609;939880;"Qualidade abaixo do esperado; Produto chegou danificado; Produto diferente do pedido";3;Alta;F;55;PayPal;França;Moda;1;-0.03333333333333333
610;610;956436;"Suporte ao cliente fraco; Produto chegou danificado; Produto diferente do pedido";3;Média;F;21;PayPal;Alemanha;Moda;9;-0.125
611;611;872784;Suporte ao cliente fraco;1;Baixa;M;67;PayPal;Alemanha;Moda;7;-0.375
612;612;105135;"Suporte ao cliente fraco; Entrega atrasada";2;Baixa;M;33;Cartão de Crédito;Alemanha;Alimentos;4;-0.1875
613;613;546521;"Entrega atrasada; Qualidade abaixo do esperado; Reembolso não processado; Suporte ao cliente fraco; Demora na resposta";5;Baixa;F;23;PayPal;Alemanha;Eletrónica;2;-0.095
614;614;172329;"Entrega atrasada; Suporte ao cliente fraco; Produto diferente do pedido";3;Alta;F;39;PayPal;Alemanha;Casa;4;-0.125
615;615;661612;"Qualidade abaixo do esperado; Produto chegou danificado; Entrega atrasada";3;Baixa;M;21;Cartão de Crédito;Espanha;Eletrónica;3;-0.03333333333333333
616;616;474299;Suporte ao cliente fraco;1;Média;M;19;Transferência Bancária;Portugal;Moda;3;-0.375
617;617;681593;"Suporte ao cliente fraco; Qualidade abaixo do esperado; Produto diferente do pedido; Produto chegou danificado";4;Média;F;41;Débito;Alemanha;Moda;10;-0.11875
618;618;254057;"Reembolso não processado; Qualidade abaixo do esperado";2;Baixa;F;51;Débito;Itália;Moda;7;-0.05
619;619;847921;"Qualidade abaixo do esperado; Demora na resposta; Entrega atrasada; Produto chegou danificado";4;Média;M;19;Cartão de Crédito;Alemanha;Eletrónica;9;-0.025
620;620;741714;;0;Alta;F;68;Cartão de Crédito;Espanha;Eletrónica;8;0.0
621;621;740259;"Reembolso não processado; Produto diferente do pedido";2;Alta;F;68;Transferência Bancária;Portugal;Casa;3;0.0
622;622;592366;"Qualidade abaixo do esperado; Reembolso não processado";2;Média;M;32;PayPal;Alemanha;Beleza;6;-0.05
623;623;311393;Demora na resposta;1;Alta;M;51;Cartão de Crédito;Itália;Moda;10;0.0
624;624;178705;"Entrega atrasada; Produto chegou danificado";2;Alta;F;30;PayPal;Itália;Eletrónica;10;0.0
625;625;384966;Produto chegou danificado;1;Média;M;21;Cartão de Crédito;Alemanha;Casa;3;0.0
626;626;439550;"Qualidade abaixo do esperado; Entrega atrasada; Produto chegou danificado; Suporte ao cliente fraco; Reembolso não processado";5;Baixa;F;52;Cartão de Crédito;Espanha;Eletrónica;7;-0.095
627;627;719647;"Reembolso não processado; Produto chegou danificado";2;Baixa;F;33;Cartão de Crédito;Itália;Moda;4;0.0
628;628;235451;"Produto chegou danificado; Qualidade abaixo do esperado; Entrega atrasada; Produto diferente do pedido";4;Média;F;50;Débito;Espanha;Moda;7;-0.025
629;629;602489;"Produto chegou danificado; Suporte ao cliente fraco";2;Alta;F;29;Cartão de Crédito;Portugal;Eletrónica;2;-0.1875
630;630;474564;"Produto chegou danificado; Suporte ao cliente fraco; Entrega atrasada";3;Alta;F;23;Cartão de Crédito;Portugal;Eletrónica;8;-0.125
631;631;878403;;0;Baixa;F;44;Cartão de Crédito;França;Eletrónica;2;0.0
632;632;270933;Suporte ao cliente fraco;1;Alta;M;64;Cartão de Crédito;Itália;Beleza;3;-0.375
633;633;752026;;0;Alta;M;56;Transferência Bancária;França;Eletrónica;10;0.0
634;634;100494;;0;Alta;M;29;Débito;Espanha;Eletrónica;8;0.0
635;635;464215;"Produto chegou danificado; Qualidade abaixo do esperado; Reembolso não processado";3;Média;F;55;Débito;França;Casa;8;-0.03333333333333333
636;636;918851;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Entrega atrasada; Produto chegou danificado";4;Alta;M;30;Débito;Alemanha;Alimentos;6;-0.11875
637;637;870946;Demora na resposta;1;Baixa;M;66;Cartão de Crédito;Alemanha;Eletrónica;4;0.0
638;638;895234;;0;Alta;M;33;PayPal;Alemanha;Eletrónica;10;0.0
639;639;766254;;0;Baixa;F;64;Débito;Itália;Eletrónica;2;0.0
640;640;362054;;0;Alta;M;51;Transferência Bancária;Portugal;Eletrónica;2;0.0
641;641;167146;"Reembolso não processado; Produto diferente do pedido; Demora na resposta";3;Baixa;M;29;PayPal;Espanha;Moda;10;0.0
642;642;839426;Produto chegou danificado;1;Alta;M;23;PayPal;Itália;Moda;8;0.0
643;643;676013;Entrega atrasada;1;Média;F;61;Transferência Bancária;França;Casa;9;0.0
644;644;243616;Reembolso não processado;1;Alta;M;26;Débito;França;Moda;4;0.0
645;645;301210;Suporte ao cliente fraco;1;Alta;M;57;PayPal;Portugal;Eletrónica;5;-0.375
646;646;539573;"Qualidade abaixo do esperado; Produto chegou danificado; Demora na resposta; Entrega atrasada; Produto diferente do pedido";5;Média;F;23;Cartão de Crédito;Alemanha;Alimentos;5;-0.02
647;647;936635;;0;Média;M;32;Cartão de Crédito;Itália;Alimentos;2;0.0
648;648;901817;"Entrega atrasada; Suporte ao cliente fraco; Qualidade abaixo do esperado; Produto chegou danificado; Produto diferente do pedido";5;Baixa;F;23;PayPal;Alemanha;Moda;7;-0.095
649;649;445394;"Qualidade abaixo do esperado; Produto chegou danificado; Suporte ao cliente fraco; Demora na resposta; Entrega atrasada";5;Média;F;54;PayPal;Itália;Casa;6;-0.095
650;650;864326;;0;Alta;F;40;PayPal;Alemanha;Casa;7;0.0
651;651;308803;"Demora na resposta; Produto diferente do pedido; Produto chegou danificado; Qualidade abaixo do esperado";4;Média;M;19;Débito;Espanha;Beleza;7;-0.025
652;652;879193;"Produto chegou danificado; Entrega atrasada; Reembolso não processado";3;Alta;M;58;Cartão de Crédito;Itália;Moda;6;0.0
653;653;150603;"Suporte ao cliente fraco; Reembolso não processado; Produto chegou danificado; Produto diferente do pedido; Qualidade abaixo do esperado";5;Alta;M;41;Transferência Bancária;Alemanha;Eletrónica;4;-0.095
654;654;142203;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Produto diferente do pedido; Reembolso não processado";4;Alta;M;37;PayPal;Espanha;Beleza;8;-0.11875
655;655;531722;"Qualidade abaixo do esperado; Entrega atrasada; Demora na resposta; Suporte ao cliente fraco";4;Média;F;24;Débito;Alemanha;Casa;2;-0.11875
656;656;635329;Demora na resposta;1;Baixa;F;35;Transferência Bancária;Alemanha;Casa;3;0.0
657;657;577019;Reembolso não processado;1;Baixa;M;58;PayPal;Espanha;Alimentos;10;0.0
658;658;145438;"Produto diferente do pedido; Produto chegou danificado";2;Alta;F;40;Transferência Bancária;Portugal;Moda;2;0.0
659;659;823911;"Reembolso não processado; Demora na resposta; Produto diferente do pedido; Qualidade abaixo do esperado; Suporte ao cliente fraco";5;Alta;M;66;Transferência Bancária;Itália;Casa;3;-0.095
660;660;208227;"Suporte ao cliente fraco; Entrega atrasada; Reembolso não processado; Demora na resposta";4;Alta;F;30;Cartão de Crédito;Espanha;Alimentos;10;-0.09375
661;661;321084;"Produto diferente do pedido; Suporte ao cliente fraco; Reembolso não processado";3;Baixa;M;62;Transferência Bancária;França;Beleza;1;-0.125
662;662;502216;Suporte ao cliente fraco;1;Baixa;M;45;Débito;Portugal;Beleza;6;-0.375
663;663;529578;"Produto diferente do pedido; Entrega atrasada; Reembolso não processado; Qualidade abaixo do esperado; Suporte ao cliente fraco";5;Baixa;F;33;Cartão de Crédito;Itália;Alimentos;10;-0.095
664;664;571454;"Reembolso não processado; Entrega atrasada; Qualidade abaixo do esperado; Produto diferente do pedido";4;Baixa;F;30;Cartão de Crédito;Itália;Beleza;4;-0.025
665;665;984517;"Qualidade abaixo do esperado; Produto chegou danificado; Entrega atrasada; Produto diferente do pedido";4;Baixa;F;47;Transferência Bancária;Alemanha;Casa;3;-0.025
666;666;328774;"Demora na resposta; Qualidade abaixo do esperado; Reembolso não processado";3;Baixa;F;65;Cartão de Crédito;França;Moda;4;-0.03333333333333333
667;667;888326;"Qualidade abaixo do esperado; Produto chegou danificado; Demora na resposta; Suporte ao cliente fraco; Produto diferente do pedido";5;Média;M;41;PayPal;Espanha;Eletrónica;1;-0.095
668;668;105107;Demora na resposta;1;Média;F;27;PayPal;Alemanha;Moda;4;0.0
669;669;195281;;0;Baixa;M;26;PayPal;Alemanha;Casa;6;0.0
670;670;962192;"Reembolso não processado; Produto chegou danificado; Demora na resposta; Entrega atrasada; Produto diferente do pedido";5;Baixa;F;54;Cartão de Crédito;Alemanha;Eletrónica;3;0.0
671;671;804640;Produto chegou danificado;1;Alta;F;59;Transferência Bancária;Espanha;Eletrónica;9;0.0
672;672;999011;"Entrega atrasada; Reembolso não processado";2;Alta;F;46;PayPal;França;Eletrónica;8;0.0
673;673;878463;"Produto chegou danificado; Entrega atrasada; Demora na resposta; Qualidade abaixo do esperado; Produto diferente do pedido";5;Média;M;39;Cartão de Crédito;Itália;Moda;7;-0.02
674;674;902009;"Reembolso não processado; Suporte ao cliente fraco; Demora na resposta";3;Baixa;M;44;Transferência Bancária;França;Casa;8;-0.125
675;675;271596;"Produto diferente do pedido; Reembolso não processado; Entrega atrasada; Produto chegou danificado; Demora na resposta";5;Média;M;44;Débito;Itália;Eletrónica;5;0.0
676;676;547748;"Produto diferente do pedido; Reembolso não processado; Entrega atrasada";3;Baixa;M;19;Transferência Bancária;Portugal;Beleza;4;0.0
677;677;873367;Reembolso não processado;1;Média;M;66;Transferência Bancária;Espanha;Casa;4;0.0
678;678;621486;"Produto diferente do pedido; Produto chegou danificado; Demora na resposta";3;Baixa;F;24;Débito;Alemanha;Beleza;9;0.0
679;679;923579;;0;Baixa;M;48;Débito;Portugal;Eletrónica;3;0.0
680;680;344436;"Entrega atrasada; Qualidade abaixo do esperado; Demora na resposta; Suporte ao cliente fraco";4;Alta;F;36;Transferência Bancária;França;Casa;9;-0.11875
681;681;918474;;0;Baixa;F;66;Cartão de Crédito;Alemanha;Alimentos;5;0.0
682;682;514876;;0;Alta;F;18;Débito;França;Eletrónica;2;0.0
683;683;288715;"Entrega atrasada; Produto chegou danificado; Reembolso não processado";3;Média;M;58;PayPal;Espanha;Beleza;10;0.0
684;684;496199;"Entrega atrasada; Demora na resposta; Suporte ao cliente fraco";3;Alta;M;26;Transferência Bancária;Portugal;Casa;6;-0.125
685;685;373170;Reembolso não processado;1;Alta;F;47;Débito;Espanha;Alimentos;3;0.0
686;686;329995;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Produto diferente do pedido; Produto chegou danificado";4;Alta;M;57;Cartão de Crédito;Itália;Casa;8;-0.11875
687;687;687409;"Qualidade abaixo do esperado; Reembolso não processado; Entrega atrasada";3;Média;F;23;Transferência Bancária;Alemanha;Eletrónica;4;-0.03333333333333333
688;688;230808;"Produto chegou danificado; Suporte ao cliente fraco; Reembolso não processado; Entrega atrasada";4;Baixa;M;55;PayPal;França;Moda;3;-0.09375
689;689;897583;Reembolso não processado;1;Alta;M;36;Débito;Itália;Alimentos;3;0.0
690;690;598844;"Produto chegou danificado; Qualidade abaixo do esperado; Suporte ao cliente fraco";3;Alta;F;28;Cartão de Crédito;Alemanha;Casa;5;-0.15833333333333333
691;691;268622;;0;Baixa;M;38;Débito;Itália;Beleza;5;0.0
692;692;684142;"Reembolso não processado; Demora na resposta; Qualidade abaixo do esperado; Produto chegou danificado";4;Baixa;F;60;Débito;Espanha;Moda;2;-0.025
693;693;478956;"Produto chegou danificado; Entrega atrasada; Produto diferente do pedido";3;Alta;F;31;PayPal;França;Alimentos;4;0.0
694;694;658950;"Demora na resposta; Produto diferente do pedido";2;Baixa;M;25;PayPal;Alemanha;Casa;4;0.0
695;695;782853;;0;Média;F;69;PayPal;Alemanha;Alimentos;2;0.0
696;696;256517;"Qualidade abaixo do esperado; Demora na resposta; Produto diferente do pedido; Produto chegou danificado; Reembolso não processado";5;Baixa;M;20;PayPal;Itália;Moda;9;-0.02
697;697;723555;"Reembolso não processado; Produto diferente do pedido";2;Baixa;M;27;PayPal;Portugal;Casa;1;0.0
698;698;860815;"Demora na resposta; Suporte ao cliente fraco; Reembolso não processado; Produto chegou danificado; Qualidade abaixo do esperado";5;Baixa;F;31;PayPal;Espanha;Moda;2;-0.095
699;699;821342;"Produto diferente do pedido; Reembolso não processado; Demora na resposta";3;Baixa;M;47;PayPal;Espanha;Eletrónica;5;0.0
700;700;594350;"Suporte ao cliente fraco; Produto chegou danificado";2;Baixa;F;66;PayPal;França;Alimentos;2;-0.1875
701;701;118697;"Produto diferente do pedido; Demora na resposta; Suporte ao cliente fraco; Reembolso não processado";4;Alta;M;39;PayPal;França;Beleza;5;-0.09375
702;702;820917;"Demora na resposta; Reembolso não processado; Qualidade abaixo do esperado; Entrega atrasada";4;Baixa;F;23;Cartão de Crédito;Espanha;Casa;9;-0.025
703;703;734046;"Demora na resposta; Reembolso não processado; Produto chegou danificado";3;Alta;F;21;Transferência Bancária;França;Casa;5;0.0
704;704;317100;"Suporte ao cliente fraco; Produto diferente do pedido; Reembolso não processado; Demora na resposta; Produto chegou danificado";5;Média;F;24;Cartão de Crédito;Portugal;Beleza;6;-0.075
705;705;328166;"Qualidade abaixo do esperado; Produto diferente do pedido";2;Média;M;30;PayPal;Alemanha;Beleza;2;-0.05
706;706;813468;;0;Baixa;M;53;PayPal;Portugal;Alimentos;5;0.0
707;707;834979;"Reembolso não processado; Demora na resposta; Qualidade abaixo do esperado";3;Média;F;23;PayPal;Alemanha;Casa;6;-0.03333333333333333
708;708;769525;"Qualidade abaixo do esperado; Entrega atrasada; Produto chegou danificado; Demora na resposta";4;Média;M;54;Cartão de Crédito;Alemanha;Beleza;10;-0.025
709;709;293062;;0;Baixa;F;63;Cartão de Crédito;Portugal;Casa;10;0.0
710;710;525608;"Produto diferente do pedido; Produto chegou danificado; Entrega atrasada; Reembolso não processado; Demora na resposta";5;Média;F;67;PayPal;França;Alimentos;4;0.0
711;711;665894;"Produto diferente do pedido; Demora na resposta; Reembolso não processado; Entrega atrasada";4;Baixa;M;42;Transferência Bancária;Itália;Moda;6;0.0
712;712;734128;"Reembolso não processado; Qualidade abaixo do esperado; Entrega atrasada; Demora na resposta";4;Alta;M;42;PayPal;Portugal;Eletrónica;4;-0.025
713;713;358783;Produto diferente do pedido;1;Baixa;M;43;PayPal;França;Eletrónica;5;0.0
714;714;715726;"Demora na resposta; Entrega atrasada; Reembolso não processado; Qualidade abaixo do esperado";4;Média;F;70;Cartão de Crédito;Espanha;Casa;2;-0.025
715;715;267599;"Suporte ao cliente fraco; Entrega atrasada; Demora na resposta";3;Baixa;M;23;PayPal;França;Casa;5;-0.125
716;716;130410;;0;Média;M;27;PayPal;Portugal;Alimentos;2;0.0
717;717;895400;"Produto diferente do pedido; Suporte ao cliente fraco; Entrega atrasada; Demora na resposta; Produto chegou danificado";5;Baixa;M;37;Cartão de Crédito;Alemanha;Beleza;8;-0.075
718;718;404856;"Reembolso não processado; Produto chegou danificado";2;Alta;M;54;Cartão de Crédito;Espanha;Eletrónica;2;0.0
719;719;539800;"Produto diferente do pedido; Demora na resposta";2;Baixa;F;55;Débito;Portugal;Eletrónica;6;0.0
720;720;967885;"Qualidade abaixo do esperado; Entrega atrasada; Produto diferente do pedido; Demora na resposta; Reembolso não processado";5;Alta;F;45;Transferência Bancária;Itália;Eletrónica;1;-0.02
721;721;227948;"Demora na resposta; Entrega atrasada; Suporte ao cliente fraco";3;Alta;M;20;Débito;Espanha;Beleza;2;-0.125
722;722;863552;"Reembolso não processado; Suporte ao cliente fraco; Entrega atrasada";3;Média;F;21;Transferência Bancária;Itália;Casa;5;-0.125
723;723;667598;Produto diferente do pedido;1;Média;M;59;PayPal;França;Eletrónica;6;0.0
724;724;443354;;0;Baixa;F;64;PayPal;Alemanha;Beleza;9;0.0
725;725;915151;"Qualidade abaixo do esperado; Entrega atrasada";2;Baixa;F;37;PayPal;França;Beleza;2;-0.05
726;726;837798;"Suporte ao cliente fraco; Qualidade abaixo do esperado; Produto chegou danificado; Entrega atrasada";4;Média;F;51;Transferência Bancária;Itália;Alimentos;3;-0.11875
727;727;148008;"Produto diferente do pedido; Suporte ao cliente fraco; Entrega atrasada; Produto chegou danificado; Reembolso não processado";5;Alta;M;26;Débito;Portugal;Casa;6;-0.075
728;728;839574;"Demora na resposta; Produto chegou danificado; Reembolso não processado; Produto diferente do pedido";4;Baixa;F;38;Débito;Portugal;Casa;4;0.0
729;729;742632;"Qualidade abaixo do esperado; Produto chegou danificado; Demora na resposta; Reembolso não processado; Entrega atrasada";5;Baixa;F;32;PayPal;Espanha;Alimentos;9;-0.02
730;730;303617;;0;Média;M;51;Débito;Alemanha;Eletrónica;6;0.0
731;731;346291;;0;Alta;M;24;PayPal;Portugal;Casa;6;0.0
732;732;374114;"Demora na resposta; Suporte ao cliente fraco; Reembolso não processado; Produto chegou danificado";4;Baixa;M;63;Cartão de Crédito;Alemanha;Eletrónica;6;-0.09375
733;733;121559;"Suporte ao cliente fraco; Demora na resposta";2;Média;F;49;Cartão de Crédito;Alemanha;Casa;1;-0.1875
734;734;952032;Reembolso não processado;1;Baixa;F;53;Cartão de Crédito;Itália;Casa;3;0.0
735;735;695202;"Suporte ao cliente fraco; Entrega atrasada; Reembolso não processado; Qualidade abaixo do esperado; Produto diferente do pedido";5;Média;M;18;PayPal;Portugal;Casa;1;-0.095
736;736;794495;"Demora na resposta; Reembolso não processado";2;Alta;M;60;Transferência Bancária;Itália;Moda;2;0.0
737;737;592063;"Qualidade abaixo do esperado; Demora na resposta; Entrega atrasada; Suporte ao cliente fraco; Reembolso não processado";5;Alta;F;60;Débito;Portugal;Eletrónica;4;-0.095
738;738;235323;;0;Alta;M;53;PayPal;França;Alimentos;9;0.0
739;739;777014;;0;Alta;F;63;PayPal;Portugal;Alimentos;9;0.0
740;740;790792;"Demora na resposta; Qualidade abaixo do esperado; Entrega atrasada; Produto diferente do pedido";4;Baixa;F;66;PayPal;Espanha;Alimentos;1;-0.025
741;741;918507;"Produto diferente do pedido; Demora na resposta";2;Média;F;41;PayPal;França;Casa;6;0.0
742;742;903653;"Suporte ao cliente fraco; Produto chegou danificado; Qualidade abaixo do esperado";3;Baixa;F;46;Transferência Bancária;França;Beleza;2;-0.15833333333333333
743;743;142768;"Produto diferente do pedido; Suporte ao cliente fraco; Demora na resposta; Reembolso não processado; Produto chegou danificado";5;Alta;F;49;Transferência Bancária;França;Eletrónica;9;-0.075
744;744;862515;"Entrega atrasada; Qualidade abaixo do esperado; Produto diferente do pedido; Reembolso não processado";4;Alta;M;30;Débito;Espanha;Beleza;4;-0.025
745;745;456529;"Reembolso não processado; Qualidade abaixo do esperado; Entrega atrasada; Demora na resposta";4;Média;M;41;Débito;Alemanha;Eletrónica;8;-0.025
746;746;564237;"Produto diferente do pedido; Reembolso não processado; Qualidade abaixo do esperado";3;Média;F;43;Cartão de Crédito;Itália;Alimentos;5;-0.03333333333333333
747;747;703361;;0;Baixa;M;20;Cartão de Crédito;Portugal;Casa;4;0.0
748;748;535387;"Qualidade abaixo do esperado; Entrega atrasada; Suporte ao cliente fraco";3;Alta;M;29;Transferência Bancária;Itália;Eletrónica;4;-0.15833333333333333
749;749;201990;Produto chegou danificado;1;Média;M;56;Débito;Espanha;Alimentos;10;0.0
750;750;935171;Qualidade abaixo do esperado;1;Alta;F;44;PayPal;Espanha;Casa;6;-0.1
751;751;861736;;0;Baixa;M;31;Débito;Alemanha;Beleza;6;0.0
752;752;517408;Reembolso não processado;1;Alta;M;70;PayPal;França;Casa;1;0.0
753;753;141168;"Suporte ao cliente fraco; Entrega atrasada; Qualidade abaixo do esperado; Produto diferente do pedido; Produto chegou danificado";5;Baixa;M;70;Transferência Bancária;Portugal;Eletrónica;8;-0.095
754;754;651770;"Reembolso não processado; Produto diferente do pedido; Produto chegou danificado; Qualidade abaixo do esperado; Demora na resposta";5;Alta;M;36;Transferência Bancária;França;Alimentos;2;-0.02
755;755;219025;Produto chegou danificado;1;Média;F;58;Débito;Espanha;Eletrónica;9;0.0
756;756;186993;"Entrega atrasada; Produto diferente do pedido; Reembolso não processado; Suporte ao cliente fraco";4;Baixa;M;58;Transferência Bancária;Portugal;Casa;5;-0.09375
757;757;232597;"Reembolso não processado; Suporte ao cliente fraco; Produto chegou danificado; Qualidade abaixo do esperado; Demora na resposta";5;Alta;M;23;Cartão de Crédito;França;Casa;10;-0.095
758;758;813525;"Suporte ao cliente fraco; Entrega atrasada; Reembolso não processado";3;Alta;F;32;Transferência Bancária;Portugal;Eletrónica;10;-0.125
759;759;212353;Produto chegou danificado;1;Média;F;21;Transferência Bancária;Itália;Alimentos;9;0.0
760;760;383638;"Entrega atrasada; Produto diferente do pedido; Produto chegou danificado";3;Alta;M;31;Transferência Bancária;França;Beleza;6;0.0
761;761;596559;"Reembolso não processado; Qualidade abaixo do esperado; Suporte ao cliente fraco";3;Baixa;F;54;PayPal;Itália;Beleza;7;-0.15833333333333333
762;762;660436;"Produto diferente do pedido; Demora na resposta; Produto chegou danificado; Suporte ao cliente fraco";4;Alta;F;34;Cartão de Crédito;Portugal;Beleza;8;-0.09375
763;763;748858;"Entrega atrasada; Qualidade abaixo do esperado; Reembolso não processado; Suporte ao cliente fraco; Produto chegou danificado";5;Baixa;F;37;Transferência Bancária;França;Beleza;3;-0.095
764;764;520010;Produto chegou danificado;1;Média;M;31;Cartão de Crédito;Portugal;Alimentos;7;0.0
765;765;994557;"Demora na resposta; Qualidade abaixo do esperado; Entrega atrasada";3;Alta;F;19;PayPal;Itália;Alimentos;1;-0.03333333333333333
766;766;368845;"Produto chegou danificado; Produto diferente do pedido; Qualidade abaixo do esperado; Entrega atrasada";4;Baixa;M;65;PayPal;Alemanha;Beleza;7;-0.025
767;767;773351;"Produto chegou danificado; Produto diferente do pedido; Entrega atrasada";3;Alta;F;70;PayPal;Alemanha;Eletrónica;7;0.0
768;768;147071;"Produto chegou danificado; Demora na resposta; Suporte ao cliente fraco; Produto diferente do pedido; Qualidade abaixo do esperado";5;Baixa;F;36;Débito;Alemanha;Beleza;10;-0.095
769;769;882663;"Produto chegou danificado; Demora na resposta";2;Média;F;27;Transferência Bancária;Portugal;Moda;3;0.0
770;770;398546;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Reembolso não processado; Produto chegou danificado";4;Baixa;M;58;Débito;Portugal;Moda;10;-0.11875
771;771;472895;"Suporte ao cliente fraco; Produto chegou danificado; Entrega atrasada; Demora na resposta";4;Média;F;59;Cartão de Crédito;Espanha;Casa;9;-0.09375
772;772;447888;"Qualidade abaixo do esperado; Reembolso não processado";2;Baixa;F;53;Débito;Portugal;Beleza;9;-0.05
773;773;418691;"Suporte ao cliente fraco; Produto chegou danificado; Reembolso não processado; Demora na resposta; Entrega atrasada";5;Baixa;M;20;PayPal;Alemanha;Eletrónica;7;-0.075
774;774;451674;Produto diferente do pedido;1;Média;F;22;Débito;Alemanha;Eletrónica;4;0.0
775;775;982849;"Produto diferente do pedido; Qualidade abaixo do esperado; Entrega atrasada; Produto chegou danificado";4;Média;F;30;Cartão de Crédito;Itália;Beleza;9;-0.025
776;776;438724;Produto chegou danificado;1;Alta;M;39;Transferência Bancária;Espanha;Alimentos;10;0.0
777;777;368052;"Suporte ao cliente fraco; Entrega atrasada; Produto diferente do pedido; Reembolso não processado";4;Média;F;58;Cartão de Crédito;Portugal;Eletrónica;4;-0.09375
778;778;230923;;0;Baixa;M;41;PayPal;Itália;Casa;1;0.0
779;779;760659;;0;Baixa;M;53;Débito;França;Alimentos;6;0.0
780;780;386393;"Produto chegou danificado; Qualidade abaixo do esperado; Entrega atrasada; Reembolso não processado; Demora na resposta";5;Alta;M;43;Transferência Bancária;Itália;Eletrónica;1;-0.02
781;781;796196;Suporte ao cliente fraco;1;Alta;F;59;Transferência Bancária;Espanha;Eletrónica;8;-0.375
782;782;103300;"Produto diferente do pedido; Demora na resposta; Produto chegou danificado; Entrega atrasada";4;Baixa;M;40;PayPal;Espanha;Beleza;7;0.0
783;783;615687;"Demora na resposta; Entrega atrasada; Produto chegou danificado; Produto diferente do pedido";4;Média;M;46;PayPal;Itália;Alimentos;2;0.0
784;784;602822;"Entrega atrasada; Reembolso não processado; Suporte ao cliente fraco; Produto diferente do pedido";4;Média;M;38;PayPal;França;Beleza;1;-0.09375
785;785;668019;"Reembolso não processado; Qualidade abaixo do esperado";2;Alta;F;23;PayPal;França;Moda;8;-0.05
786;786;101876;"Produto chegou danificado; Reembolso não processado";2;Baixa;F;39;Cartão de Crédito;Portugal;Casa;8;0.0
787;787;669696;"Qualidade abaixo do esperado; Demora na resposta; Entrega atrasada; Produto diferente do pedido; Suporte ao cliente fraco";5;Média;F;46;PayPal;Portugal;Moda;3;-0.095
788;788;357289;Demora na resposta;1;Média;M;44;Débito;Itália;Eletrónica;2;0.0
789;789;235580;"Demora na resposta; Produto diferente do pedido; Qualidade abaixo do esperado; Suporte ao cliente fraco";4;Alta;M;20;Débito;França;Beleza;10;-0.11875
790;790;374300;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Entrega atrasada";3;Média;F;65;Débito;França;Alimentos;7;-0.15833333333333333
791;791;229415;"Qualidade abaixo do esperado; Demora na resposta; Reembolso não processado; Suporte ao cliente fraco";4;Alta;F;44;Transferência Bancária;Espanha;Eletrónica;7;-0.11875
792;792;354463;"Demora na resposta; Produto diferente do pedido; Entrega atrasada; Suporte ao cliente fraco";4;Alta;F;30;Cartão de Crédito;Portugal;Eletrónica;2;-0.09375
793;793;490804;;0;Média;M;52;Transferência Bancária;Espanha;Casa;2;0.0
794;794;496854;"Entrega atrasada; Qualidade abaixo do esperado; Produto diferente do pedido";3;Baixa;M;43;PayPal;Itália;Beleza;3;-0.03333333333333333
795;795;471635;"Demora na resposta; Produto diferente do pedido; Qualidade abaixo do esperado";3;Baixa;M;45;Débito;Portugal;Alimentos;10;-0.03333333333333333
796;796;755510;"Demora na resposta; Produto diferente do pedido; Reembolso não processado";3;Baixa;F;42;Cartão de Crédito;Itália;Moda;6;0.0
797;797;337435;"Entrega atrasada; Reembolso não processado; Qualidade abaixo do esperado; Suporte ao cliente fraco";4;Média;F;51;PayPal;Espanha;Beleza;9;-0.11875
798;798;245514;Entrega atrasada;1;Alta;F;52;Transferência Bancária;Portugal;Alimentos;8;0.0
799;799;363587;"Qualidade abaixo do esperado; Produto chegou danificado; Produto diferente do pedido; Suporte ao cliente fraco";4;Baixa;M;70;PayPal;Espanha;Alimentos;4;-0.11875
800;800;853818;Qualidade abaixo do esperado;1;Média;F;58;Débito;França;Moda;9;-0.1
801;801;477964;"Demora na resposta; Qualidade abaixo do esperado; Produto diferente do pedido; Reembolso não processado; Suporte ao cliente fraco";5;Média;F;41;Débito;Espanha;Moda;10;-0.095
802;802;829121;;0;Alta;M;54;PayPal;Alemanha;Casa;7;0.0
803;803;327538;;0;Alta;M;30;Cartão de Crédito;Espanha;Casa;9;0.0
